# Wlen (micron), Fpl/Fs, Fpl/Fs error
8.348000049591064453e-01 -2.193324762517574657e-04 2.197454210653850644e-04
8.356999754905700684e-01 -3.223597049117455466e-04 2.182150493262308545e-04
8.367000222206115723e-01 -1.460226582057512880e-04 2.172507528900842835e-04
8.377000093460083008e-01 4.827800641013909661e-05 2.158519346301713833e-04
8.385999798774719238e-01 4.328611865334809779e-05 2.141636552331607410e-04
8.396000266075134277e-01 2.512680790133223815e-04 2.130212426527543950e-04
8.406000137329101562e-01 2.062802322861764695e-04 2.126988294596802640e-04
8.414999842643737793e-01 -1.196557622159605467e-04 2.127011634707195542e-04
8.424999713897705078e-01 2.425441530055518597e-04 2.117175372449897261e-04
8.435000181198120117e-01 4.972833777793339273e-05 2.099677675948035326e-04
8.445000052452087402e-01 -1.341596611743191118e-04 2.083710533461341247e-04
8.453999757766723633e-01 2.262372003215663103e-04 2.073521919781207135e-04
8.464000225067138672e-01 -3.710307971815097723e-04 2.067205615574913165e-04
8.474000096321105957e-01 -8.456072881431550168e-05 2.071220562291647570e-04
8.482999801635742188e-01 -3.162982894444773510e-04 2.108899407858794769e-04
8.493000268936157227e-01 2.697947448652725829e-05 2.190547321493478965e-04
8.503000140190124512e-01 1.559179914628309343e-04 2.228677697740672891e-04
8.511999845504760742e-01 1.083473634584805818e-04 2.160751460032233262e-04
8.521999716758728027e-01 -1.276724827467403756e-04 2.072726052943085350e-04
8.532000184059143066e-01 -2.173076676461731813e-05 2.042534842198218971e-04
8.542000055313110352e-01 -3.975160421062550809e-05 2.049044417625513735e-04
8.550999760627746582e-01 1.686426876773091830e-04 2.035555636108106491e-04
8.561000227928161621e-01 9.728025793692105265e-05 1.990935312468756319e-04
8.571000099182128906e-01 -2.674950584734587405e-04 1.951580277133838786e-04
8.579999804496765137e-01 2.807368548058579368e-05 1.935289946507025348e-04
8.590000271797180176e-01 1.421691224045016147e-04 1.935317194286591031e-04
8.600000143051147461e-01 2.134227260008047524e-04 1.936114795937724376e-04
8.610000014305114746e-01 -9.824079053188806000e-05 1.926961300859352552e-04
8.618999719619750977e-01 4.305448506352902230e-04 1.914291827203672245e-04
8.629000186920166016e-01 -9.339939413046511284e-05 1.916502950514565977e-04
8.639000058174133301e-01 2.594675752863916996e-04 1.945700636062415326e-04
8.647999763488769531e-01 3.785287360155002744e-04 1.989066304290006116e-04
8.658000230789184570e-01 -4.334192688405708906e-04 2.012960542653980615e-04
8.668000102043151855e-01 1.990616577091735792e-04 1.995127430866583645e-04
8.676999807357788086e-01 7.356620287944313759e-05 1.950518276292217610e-04
8.687000274658203125e-01 -1.748922977001206097e-04 1.904077359876387755e-04
8.697000145912170410e-01 2.313362816276983032e-04 1.875376758868894695e-04
8.707000017166137695e-01 1.543210559020744888e-04 1.868698360141911861e-04
