# Wlen (micron), Fpl/Fs, Fpl/Fs error
5.021303075593805509e+00 1.124959715627635087e-03 1.946099705126185322e-04
5.103775013099423496e+00 1.331953288791525502e-03 1.648388573016473118e-04
5.183544724315773955e+00 1.243252694691295403e-03 1.548741654955622360e-04
5.253776234387462551e+00 1.070576819889756948e-03 1.479195854341436723e-04
5.320888780238480109e+00 1.188492100697724875e-03 1.457926204274809592e-04
5.393639431577441634e+00 1.649413194877135443e-03 1.462037810686254633e-04
5.458687746022810039e+00 1.288702287432923026e-03 1.473433124365485045e-04
5.522175532883516702e+00 1.266426665232027200e-03 1.493342694785637214e-04
5.585811015186892270e+00 1.578352124965077662e-03 1.523198054988721822e-04
5.644899780903800846e+00 1.698773400612724194e-03 1.556029151912911781e-04
5.701666273418047659e+00 1.661117598368606549e-03 1.591485731601169850e-04
5.760543820874358012e+00 1.097068397114330657e-03 1.629839841200635792e-04
5.817610528634856060e+00 1.387469422153996554e-03 1.667789280996421640e-04
5.873858010156387088e+00 1.254696024412978606e-03 1.706447549324651076e-04
5.927472732320788751e+00 1.458330433027113385e-03 1.744225073995302471e-04
5.979181539926253564e+00 1.811426665515728342e-03 1.779359515601965200e-04
6.029691543684864818e+00 1.686850356024827396e-03 1.814362204736145871e-04
6.078388538158479015e+00 1.598060047714844768e-03 1.851734114739057402e-04
6.128159724115048945e+00 1.948010945485707324e-03 1.890444605312663080e-04
6.180708369729577711e+00 1.763257608942147637e-03 1.930179628181274162e-04
6.228396211714944286e+00 1.779857766855249797e-03 1.970310506439242125e-04
6.275501198243689238e+00 1.653992277673988149e-03 2.010519137236123127e-04
6.321786851935292439e+00 1.815953411188965831e-03 2.047432667979264041e-04
6.367367035228129524e+00 2.067237833632966457e-03 2.082168818237733446e-04
6.412511798574984212e+00 1.037387065974730961e-03 2.117616088419079141e-04
6.457812227265624649e+00 1.679018413507351844e-03 2.154819821573008068e-04
6.502189692486845196e+00 1.708803725068392971e-03 2.194643611006126798e-04
6.544354105073741934e+00 1.654253392373324430e-03 2.239654199291665683e-04
6.584503471916813844e+00 1.638631193853515040e-03 2.287308853572252371e-04
6.627098516166742392e+00 1.230287377171686292e-03 2.336068468092250897e-04
6.672312275744021193e+00 1.733617126815272923e-03 2.387788795953059711e-04
6.713928508518516303e+00 1.599259026619447542e-03 2.439538485802994938e-04
6.756062002532958743e+00 1.257689967268666624e-03 2.491092180683191154e-04
6.797490398316333504e+00 1.661957080166437005e-03 2.540577402875168582e-04
6.837249342737771407e+00 1.800935877922735847e-03 2.588751598132960508e-04
6.875406677034414216e+00 1.816735622365631565e-03 2.637920959063692699e-04
6.914829677034414424e+00 1.408459107001667652e-03 2.687896668381393041e-04
6.954024331824737004e+00 1.281726862922308004e-03 2.738127093023359012e-04
6.992801854108581239e+00 2.229708616160104226e-03 2.789006648784981266e-04
7.031602987956057760e+00 1.432042001353916886e-03 2.840261489685512474e-04
7.070802238610579771e+00 1.606101429401241747e-03 2.890380297198182741e-04
7.108897185773344063e+00 1.758011400845886727e-03 2.938040252994808749e-04
7.146093869295076395e+00 1.450847011824493542e-03 2.984647481726058669e-04
7.183129329400700591e+00 1.842235329282947490e-03 3.032756398419972420e-04
7.220349304485671027e+00 1.715530948019679952e-03 3.082644330354976391e-04
7.258703048501471855e+00 1.520033236581818650e-03 3.133745702578164980e-04
7.295745166593309072e+00 1.957167994143626469e-03 3.185071518125298781e-04
