# Wlen (micron), Fpl/Fs, Fpl/Fs error
2.870821137400156875e+00 8.346328347691165436e-04 3.045671718250346147e-04
2.872620326343430008e+00 6.852410212713311126e-04 3.020890631654650602e-04
2.874419515286703142e+00 4.977606621055812768e-04 2.999491051182628194e-04
2.876218690749064333e+00 7.627875248637518667e-04 2.973247273913602671e-04
2.878017865439865375e+00 6.999366569697963421e-04 2.940266321570577323e-04
2.879817026158352888e+00 5.688813440667764027e-04 2.914535290305000199e-04
2.881616186876840846e+00 5.196634787908745298e-04 2.892409898723619912e-04
2.883415347595328360e+00 8.243132468908826501e-04 2.876094774242126621e-04
2.885214506631204490e+00 5.884167367722419831e-04 2.861636498426372525e-04
2.887013653237631594e+00 8.968023144044418634e-04 2.848441644613738531e-04
2.888812797390378329e+00 6.762336355832607605e-04 2.839649005690044544e-04
2.890611929884966180e+00 6.903564609049263551e-04 2.831724986323700863e-04
2.892411062379554032e+00 4.325426470532695326e-04 2.824957408006522784e-04
2.894210194874141884e+00 7.728490437249491574e-04 2.811808952891583081e-04
2.896009323373352373e+00 7.807153759203649002e-04 2.796473488166205000e-04
2.897808441756322129e+00 7.126963561976967397e-04 2.778745446269940056e-04
2.899607560139292328e+00 2.775716530597051659e-04 2.763912394200402885e-04
2.901406678522262528e+00 1.066832938201883350e-04 2.751296724097009321e-04
2.903205791368636657e+00 3.854671644806313322e-04 2.741883639453991249e-04
2.905004895640210361e+00 3.297397960600865650e-04 2.731871520752959174e-04
2.906803968378163905e+00 5.928752378647286509e-04 2.720333567395122549e-04
2.908603002096075585e+00 6.076732578169439895e-04 2.708071007409547197e-04
2.910402090192308666e+00 6.896385313869744750e-04 2.695914733504649048e-04
2.912201232349171498e+00 5.267097956188725302e-04 2.685987361831663946e-04
2.914000337752343128e+00 4.751442617184998348e-04 2.678441231173499660e-04
2.915799413801787754e+00 3.913880624802288906e-04 2.673289280139806560e-04
2.917598481236141517e+00 1.811234966068711789e-04 2.668511927857951101e-04
2.919397543174853560e+00 4.373091558153333297e-04 2.663971458519012259e-04
2.921196605113566047e+00 7.967172343287142649e-04 2.659933287120156819e-04
2.922995667052278090e+00 2.574477798253732249e-04 2.656757714065649751e-04
2.924794718836572827e+00 6.328599146662994539e-04 2.654102272507476200e-04
2.926593766664773888e+00 3.887656171847352939e-04 2.651862621705908924e-04
2.928392803569213054e+00 8.617855760452439520e-04 2.649036514467761156e-04
2.930191837287124734e+00 3.140269370605130788e-04 2.645221935160273663e-04
2.931990871005036414e+00 4.436930387777862075e-04 2.639860889051150574e-04
2.933789904722947650e+00 1.254934748455507508e-04 2.633942578431581398e-04
2.935588925978716901e+00 1.073269329312782731e-04 2.627680893526584938e-04
